"","year","country","ccode","datastartyear","dataendyear","mk_onset_count","mk_offset_count","mk_ongoing_count","mk_location_ever","mk_responsible_ever","mk_ongoing_widescope","mk_ongoing_code","mk_ethnicflag","mk_ongoing","mk_onset","mk_offset","widetargeting","narrowtargeting"
"3834",2012,"Bosnia-Herzegovina",346,1992,2023,0,0,0,1,0,0,"","",0,0,0,0,0
"3835",2013,"Bosnia-Herzegovina",346,1992,2023,0,0,0,1,0,0,"","",0,0,0,0,0
"3836",2014,"Bosnia-Herzegovina",346,1992,2023,0,0,0,1,0,0,"","",0,0,0,0,0
"3837",2015,"Bosnia-Herzegovina",346,1992,2023,0,0,0,1,0,0,"","",0,0,0,0,0
"3838",2016,"Bosnia-Herzegovina",346,1992,2023,0,0,0,1,0,0,"","",0,0,0,0,0
"3839",2017,"Bosnia-Herzegovina",346,1992,2023,0,0,0,1,0,0,"","",0,0,0,0,0
"3840",2018,"Bosnia-Herzegovina",346,1992,2023,0,0,0,1,0,0,"","",0,0,0,0,0
"3841",2019,"Bosnia-Herzegovina",346,1992,2023,0,0,0,1,0,0,"","",0,0,0,0,0
"3842",2020,"Bosnia-Herzegovina",346,1992,2023,0,0,0,1,0,0,"","",0,0,0,0,0
"3843",2021,"Bosnia-Herzegovina",346,1992,2023,0,0,0,1,0,0,"","",0,0,0,0,0
"3844",2022,"Bosnia-Herzegovina",346,1992,2023,0,0,0,1,0,0,"","",0,0,0,0,0
"3845",2023,"Bosnia-Herzegovina",346,1992,2023,0,0,0,1,0,0,"","",0,0,0,0,0
"3846",2008,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3847",2009,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3848",2010,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3849",2011,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3850",2012,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3851",2013,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3852",2014,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3853",2015,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3854",2016,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3855",2017,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3856",2018,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3857",2019,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3858",2020,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3859",2021,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3860",2022,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3861",2023,"Kosovo",347,2008,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3862",1991,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3863",1992,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3864",1993,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3865",1994,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3866",1995,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3867",1996,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3868",1997,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3869",1998,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3870",1999,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3871",2000,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3872",2001,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3873",2002,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3874",2003,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3875",2004,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3876",2005,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3877",2006,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3878",2007,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3879",2008,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3880",2009,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3881",2010,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3882",2011,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3883",2012,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3884",2013,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3885",2014,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3886",2015,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3887",2016,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3888",2017,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3889",2018,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3890",2019,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3891",2020,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3892",2021,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3893",2022,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3894",2023,"Slovenia",349,1991,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3895",1934,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3896",1935,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3897",1936,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3898",1937,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3899",1938,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3900",1939,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3901",1940,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3902",1941,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3903",1942,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3904",1943,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3905",1944,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3906",1945,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3907",1946,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3908",1947,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3909",1948,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3910",1949,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3911",1950,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3912",1951,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3913",1952,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3914",1953,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3915",1954,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3916",1955,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3917",1956,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3918",1957,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3919",1958,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3920",1959,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3921",1960,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3922",1961,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3923",1962,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3924",1963,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3925",1964,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3926",1965,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3927",1966,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3928",1967,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3929",1968,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3930",1969,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3931",1970,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3932",1971,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3933",1972,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3934",1973,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3935",1974,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3936",1975,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3937",1976,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3938",1977,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3939",1978,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3940",1979,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3941",1980,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3942",1981,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3943",1982,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3944",1983,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3945",1984,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3946",1985,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3947",1986,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3948",1987,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3949",1988,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3950",1989,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3951",1990,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3952",1991,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3953",1992,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3954",1993,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3955",1994,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3956",1995,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3957",1996,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3958",1997,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3959",1998,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3960",1999,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3961",2000,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3962",2001,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3963",2002,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3964",2003,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3965",2004,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3966",2005,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3967",2006,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3968",2007,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3969",2008,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3970",2009,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3971",2010,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3972",2011,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3973",2012,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3974",2013,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3975",2014,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3976",2015,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3977",2016,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3978",2017,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3979",2018,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3980",2019,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3981",2020,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3982",2021,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3983",2022,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3984",2023,"Greece",350,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3985",1960,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3986",1961,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3987",1962,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3988",1963,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3989",1964,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3990",1965,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3991",1966,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3992",1967,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3993",1968,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3994",1969,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3995",1970,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3996",1971,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3997",1972,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3998",1973,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"3999",1974,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4000",1975,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4001",1976,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4002",1977,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4003",1978,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4004",1979,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4005",1980,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4006",1981,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4007",1982,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4008",1983,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4009",1984,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4010",1985,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4011",1986,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4012",1987,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4013",1988,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4014",1989,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4015",1990,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4016",1991,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4017",1992,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4018",1993,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4019",1994,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4020",1995,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4021",1996,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4022",1997,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4023",1998,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4024",1999,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4025",2000,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4026",2001,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4027",2002,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4028",2003,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4029",2004,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4030",2005,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4031",2006,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4032",2007,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4033",2008,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4034",2009,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4035",2010,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4036",2011,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4037",2012,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4038",2013,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4039",2014,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4040",2015,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4041",2016,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4042",2017,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4043",2018,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4044",2019,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4045",2020,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4046",2021,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4047",2022,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4048",2023,"Cyprus",352,1960,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4049",1934,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4050",1935,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4051",1936,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4052",1937,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4053",1938,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4054",1939,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4055",1940,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4056",1941,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4057",1942,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4058",1943,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4059",1944,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4060",1945,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4061",1946,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4062",1947,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4063",1948,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4064",1949,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4065",1950,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4066",1951,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4067",1952,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4068",1953,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4069",1954,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4070",1955,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4071",1956,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4072",1957,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4073",1958,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4074",1959,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4075",1960,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4076",1961,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4077",1962,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4078",1963,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4079",1964,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4080",1965,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4081",1966,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4082",1967,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4083",1968,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4084",1969,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4085",1970,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4086",1971,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4087",1972,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4088",1973,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4089",1974,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4090",1975,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4091",1976,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4092",1977,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4093",1978,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4094",1979,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4095",1980,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4096",1981,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4097",1982,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4098",1983,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4099",1984,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4100",1985,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4101",1986,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4102",1987,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4103",1988,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4104",1989,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4105",1990,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4106",1991,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4107",1992,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4108",1993,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4109",1994,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4110",1995,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4111",1996,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4112",1997,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4113",1998,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4114",1999,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4115",2000,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4116",2001,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4117",2002,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4118",2003,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4119",2004,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4120",2005,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4121",2006,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4122",2007,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4123",2008,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4124",2009,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4125",2010,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4126",2011,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4127",2012,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
"4128",2013,"Bulgaria",355,1934,2023,0,0,0,0,0,0,"","",0,0,0,0,0
